Program,Discipline,SUBJ,CRSE_NUMB,CRS ID,CRS TITLE,CSLO
Physical Sciences,Chemistry,CHEM,C225L,CHEM C225L,Organic Chemistry B Lab,Use logical and critical analysis to interpret data produced from NMR and infrared spectroscopy.  
Physical Sciences,Chemistry,CHEM,C225L,CHEM C225L,Organic Chemistry B Lab,"Conduct and interpret organic chemistry experiments using the common techniques of organic chemistry, including melting points, recrystallization, distillation, extraction, chromatography, refractometry, and infrared spectroscopy.  "
Physical Sciences,Chemistry,CHEM,C225L,CHEM C225L,Organic Chemistry B Lab,"Explain the theoretical basis and applications of common techniques in organic chemistry including melting points, recrystallization, distillation, extraction, chromatography, and NMR and infrared spectroscopy.  "
Physical Sciences,Chemistry,CHEM,C225L,CHEM C225L,Organic Chemistry B Lab,Describe observations and results of organic chemistry procedures in a laboratory notebook and use the principles of spectroscopy to identify organic compounds.
Physical Sciences,Chemistry,CHEM,C281,CHEM C281,Biochemistry,"Describe the fundamental chemical principles and reactions involved in biochemical processes and explain the structure, function, and regulation of metabolic pathways.  Read, evaluate, cite, and explain biochemistry-related developments published in peer-"
Physical Sciences,Geology,GEOL,C105,GEOL C105,General Geology,"Use the major concepts and theories of geology to explain common geological features and processes.  Support opinions and ideas through effective written and/or verbal communication using appropriate research, observations, reasoning, and the scientific m"
Physical Sciences,Geology,GEOL,C105L,GEOL C105L,General Geology Lab,"Using the scientific method, effectively apply the concepts, principles, and theories of geology to make accurate observations, identify samples, gather and analyze data, formulate/test hypotheses to solve problems. "
Physical Sciences,Geology,GEOL,C106,GEOL C106,Earth Sciences for Teachers,"Use the scientific method to create and test hypotheses related to Earth-science problems.  Explain the basic principles and interactions of Earth's five spheres as they relate to the hydrologic cycle, rock cycle, plate tectonics, geologic time, weather, "
Physical Sciences,Geology,GEOL,C115,GEOL C115,California Geology,"Given specific in situ or photographic examples relevant to California geology, differentiate the geological features of each example, and the geological processes contributing to their formation.  Given two or more major physiographic provinces, correctl"
Physical Sciences,Geology,GEOL,C161,GEOL C161,Environmental Geology,"Use concepts and theories from environmental geology to explain the impact of humanity on resources and the environment.  Apply the scientific method to interpret and explain data to determine whether a proposed explanation, observation, or experimental r"
Physical Sciences,Geology,GEOL,C162,GEOL C162,Applied Environmental Geology,Use concepts and theories from environmental geology to explain the occurrence of natural geologic hazards and the impact of humanity on the environment.  Apply the scientific method to interpret and explain data to determine whether a proposed explanatio
Physical Sciences,Geology,GEOL,C185,GEOL C185,Historical Geology,"Effectively apply the concepts, principles, and theories of historical geology to make accurate observations.  Support opinions/ideas regarding Earth's history using solid research principles and the scientific method.  Communicate complex course concepts"
Physical Sciences,Geology,GEOL,C185L,GEOL C185L,Historical Geology Lab,"Practically apply concepts and principles of historical geology to make accurate observations.  Communicate complex concepts regarding Earth's history effectively in presentations, writing, or diagrams."
Physical Sciences,Physics,PHYS,C110,PHYS C110,Conceptual Physics,"Describe the following: the relationship between work and energy, the various types of energy, the application of the conservation of energy to conceptual questions.  Describe the following: the relation between forces and motion, the characteristics of w"
Physical Sciences,Physics,PHYS,C120,PHYS C120,Algebra Based Physics: Mech,Demonstrate problem solving skills involving constant acceleration equations and Newton's Laws.  Demonstrate problem solving skills involving energy and energy transfer and momentum.  Demonstrate problem solving skills involving fluid mechanics and thermo
Physical Sciences,Physics,PHYS,C125,PHYS C125,Algebra Based Physics:Elec/Mag,Display problem solving skills related to electricity and magnetism.  Display problem solving skills related to geometrical optics.  Display problem solving skills related to modern physics.
Physical Sciences,Physics,PHYS,C140,PHYS C140,Survey of Chemistry/Physics,Correctly analyze natural phenomena using the concepts of physics and chemistry.  Identify and explain the most important discoveries in the fields of physics and chemistry.  Demonstrate understanding of basic concepts dealing with chemical reactions.  In
Physical Sciences,Physics,PHYS,C185,PHYS C185,Calculus Based Physics: Mech,Analyze and solve problems involving Newton's Laws of Motion.  Analyze and solve problems involving energy and momentum transfer.  Analyze and solve problems related to simple harmonic motion and waves.
Physical Sciences,Physics,PHYS,C280,PHYS C280,Calculus Based Phys: Elec/Mag,"Demonstrate problem solving skills for the electric and magnetic fields for a given charge and current distribution.  Demonstrate problem solving skills for the currents, voltages, and power dissipation in DC and AC Circuits.  Demonstrate problem solving "
Physical Sciences,Physics,PHYS,C285,PHYS C285,Calculus Based Phys/ModernPhys,Solve problems involving thermodynamics and the kinetic theory of gases.  Solve problems related to optics.  Solve problems related to special relativity and quantum mechanics.
Process Technology,Process Technology,PTEC,C110,PTEC C110,Intro to Process Technology,"Given a process control scenario, design a process flow chart diagramming the movement through the major components used in the distillation of petrochemical products.  Describe the chemical processes used in petrochemical refinement."
Process Technology,Process Technology,PTEC,C111,PTEC C111,"Health, Safety and Environment","Apply safety, health and environment procedures and regulations to various types of plant and equipment hazards in the workplace."
Process Technology,Process Technology,PTEC,C112,PTEC C112,Quality Management,Evaluate quality control programs significant to the process technology industry.(ISO 9000 and Sigma Six).
