Program,PSLO ID,PSLO,Course
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",HIST C115
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",HIST C121
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",PSCI C185
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",SOC C245
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",ANTH C100
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",ART C100
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",ART C101
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",ART C102
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",GEOG C185
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",HIST C135
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",HIST C150
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",HIST C155
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",MUS C100
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",MUS C139
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",MUS C143
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",PSCI C180
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",PSYC C100
"History, Associate in Arts Degree for Transfer",PSLO 1,"Develop a well-structured argument supported with relevant evidence which evaluates the social, cultural, political and/or economic characteristics of past societies and how and why these characteristics change over time. PSLO 2: Analyze the meani",SOC C100
"Law, Public Policy, and Society, Associate in Arts Degree for Transfer",PSLO 1,"Develop legal and critical-thinking skills in judicial issues. PSLO 2: Evaluate legal issues in a variety of different environments. PSLO 3: Analyze issues by application of relevant rules of law, ethical standards, and social mores.",
